Name,DrugBank ID,Type,Categories,Has Dosing,Frequency,Times Per Day,Routes,Interaction Count,Food Interaction Count,Has Description,Groups
Thiopropazate,,small molecule,"Antipsychotic Agents; Central Nervous System Depressants; Heterocyclic Compounds, Fused-Ring; Nervous System; Neurotoxic agents; Phenothiazines With Piperazine Structure; Psycholeptics; Sulfur Compounds",No,,,,0,0,No,experimental
Morclofone,,small molecule,Benzene Derivatives; Cough and Cold Preparations; Ketones,No,,,,0,0,No,experimental
Rimiterol,,small molecule,"Adrenergic Agents; Adrenergic Agonists; Adrenergic beta-Agonists; Adrenergics, Inhalants; Agents producing tachycardia; Agents that produce hypertension; Benzene Derivatives; Drugs for Obstructive Airway Diseases; Neurotransmitter Agents; Phenols; Selective Beta 2-adrenergic Agonists",No,,,,0,0,No,experimental
Dextranomer,,small molecule,"Biopolymers; Carbohydrates; Cicatrizants; Compounds used in a research, industrial, or household setting; Dermatologicals; Glucans; Macromolecular Substances; Polymers; Polysaccharides; Preparations for Treatment of Wounds and Ulcers; Sorption Detoxification",No,,,,0,0,No,experimental
Clobenzorex,,small molecule,"Alimentary Tract and Metabolism; Amines; Antiobesity Preparations, Excl. Diet Products; Central Nervous System Stimulants; Centrally Acting Antiobesity Products; Ethylamines; Phenethylamines",No,,,,0,0,No,experimental
Norgestrienone,,small molecule,"Adrenal Cortex Hormones; Combination Contraceptives (with Estrogen and derivatives); Contraceptive Agents, Female; Contraceptives, Oral; Contraceptives, Oral, Synthetic; Fused-Ring Compounds; Genito Urinary System and Sex Hormones; Hormonal Contraceptives for Systemic Use; Norpregnanes; Norpregnatrienes; Norsteroids; Progestin Contraceptives; Progestins; Reproductive Control Agents; Sex Hormones and Modulators of the Genital System; Steroids",No,,,,0,0,No,experimental
Zipeprol,,small molecule,Antitussive Agents; Central Nervous System Agents; Cough and Cold Preparations; Respiratory System Agents,No,,,,0,0,No,experimental
Benzoxonium,,small molecule,Alimentary Tract and Metabolism; Amines; Antiinfectives and Antiseptics for Local Oral Treatment; Antiseptics and Disinfectants; Benzylammonium Compounds; Dermatologicals; Onium Compounds; Quaternary Ammonium Compounds; Stomatological Preparations,No,,,,0,0,No,experimental
Sequifenadine,,small molecule,Antihistamines for Systemic Use,No,,,,0,0,No,experimental
Desaspidin,,small molecule,"Anthelmintics; Anticestodals; Antiparasitic Agents; Antiparasitic Products, Insecticides and Repellents; Ketones",No,,,,0,0,No,experimental
Diodone,,small molecule,"Compounds used in a research, industrial, or household setting; Contrast Media; Diagnostic Uses of Chemicals; Iodopyridones; Pyridines; Pyridones; Watersoluble, Nephrotropic, High Osmolar X-Ray Contrast Media; X-Ray Contrast Media, Iodinated",No,,,,0,0,No,experimental
Ferrous chloride,,small molecule,"Antianemic Preparations; Blood and Blood Forming Organs; Iron Bivalent, Oral Preparations; Iron Compounds; Iron Preparations",No,,,,0,0,No,experimental
Oxidized cellulose,,small molecule,"Biopolymers; Blood and Blood Forming Organs; Carbohydrates; Cellulose; Coagulants; Compounds used in a research, industrial, or household setting; Glucans; Hematologic Agents; Hemostatics; Local Hemostatics; Macromolecular Substances; Polymers; Polysaccharides",No,,,,0,0,No,experimental
Pentamycin,,small molecule,"Alkenes; Antifungal Agents; Genito Urinary System and Sex Hormones; Gynecological Antiinfectives and Antiseptics; Hydrocarbons, Acyclic; Lactones; Polyketides",No,,,,0,0,No,experimental
Emylcamate,,small molecule,"Acids, Acyclic; Anti-Anxiety Agents; Carbamates; Central Nervous System Depressants; Nervous System; Psycholeptics",No,,,,0,0,No,experimental
Acefylline,,small molecule,"Alkaloids; Cytochrome P-450 CYP1A2 Substrates; Cytochrome P-450 Substrates; Drugs for Obstructive Airway Diseases; Heterocyclic Compounds, Fused-Ring; Purines; Purinones; Xanthine derivatives",No,,,,0,0,No,experimental
Heptaminol,,small molecule,Alcohols; Amines; Amino Alcohols; Cardiac Therapy; Vasodilators Used in Cardiac Diseases,No,,,,0,0,No,experimental
Bietaserpine,,small molecule,"Alkaloids; Antiadrenergic Agents, Centrally Acting; Antihypertensive Agents; Cardiovascular Agents; Heterocyclic Compounds, Fused-Ring; Indole Alkaloids; Indoles; Indolizidines; Indolizines; Secologanin Tryptamine Alkaloids",No,,,,0,0,No,experimental
Aluminium nicotinate,,small molecule,"Lipid Modifying Agents; Lipid Modifying Agents, Plain; Nicotinic Acid and Derivatives",No,,,,0,0,No,experimental
Allobarbital,,small molecule,"Barbiturates, Plain; Central Nervous System Depressants; Hypnotics and Sedatives; Nervous System; Psycholeptics; Pyrimidines; Pyrimidinones",No,,,,0,0,No,experimental
Metabutethamine,,small molecule,"Anesthetics; Anesthetics, Local; Esters of Aminobenzoic Acid; Nervous System",No,,,,0,0,No,experimental
Mepixanox,,small molecule,"Heterocyclic Compounds, Fused-Ring; Respiratory System Agents; Xanthenes",No,,,,0,0,No,experimental
Succinylsulfathiazole,,small molecule,"Alimentary Tract and Metabolism; Amides; Amines; Aniline Compounds; Antidiarrheals, Intestinal Antiinflammatory/antiinfective Agents; Intestinal Antiinfectives; Sulfanilamides; Sulfonamides; Sulfones; Sulfur Compounds; Thiazoles",No,,,,0,0,No,experimental
Rociverine,,small molecule,"Acids, Carbocyclic; Agents producing tachycardia; Alimentary Tract and Metabolism; Anticholinergic Agents; Autonomic Agents; Cyclohexanes; Cycloparaffins; Drugs for Functional Gastrointestinal Disorders; Muscarinic Antagonists; Parasympatholytics; Peripheral Nervous System Agents; Synthetic Anticholinergics, Esters With Tertiary Amino Group",No,,,,0,0,No,experimental
Ferric (59Fe) citrate,,small molecule,Diagnostic Radiopharmaceuticals; Various Diagnostic Radiopharmaceuticals,No,,,,0,0,No,experimental
Mephenesin,,small molecule,"Alcohols; Central Nervous System Agents; Central Nervous System Depressants; Glycols; Muscle Relaxants; Muscle Relaxants, Centrally Acting Agents; Musculo-Skeletal System; Neuromuscular Agents; Peripheral Nervous System Agents; Propylene Glycols",No,,,,0,0,Yes,approved
Gallamine,,small molecule,"Amines; Anticholinergic Agents; Central Nervous System Depressants; Cholinergic Agents; Muscle Relaxants; Muscle Relaxants, Peripherally Acting Agents; Musculo-Skeletal System; Neuromuscular Agents; Neuromuscular Blocking Agents; Neuromuscular-Blocking Agents (Nondepolarizing); Neurotoxic agents; Neurotransmitter Agents; Nicotinic Antagonists; Onium Compounds; Peripheral Nervous System Agents; Quaternary Ammonium Compounds",No,,,,0,0,No,experimental
Aminoethyl nitrate,,small molecule,Anions; Cardiac Therapy; Electrolytes; Ions; Nitrogen Compounds; Vasodilators Used in Cardiac Diseases,No,,,,0,0,No,experimental
Metandienone,,small molecule,"Alimentary Tract and Metabolism; Anabolic Agents; Anabolic Agents for Systemic Use; Anabolic Steroids; Androgens for Topical Use; Androstadienes; Androstan Derivatives; Androstanes; Androstenes; Dermatologicals; Fused-Ring Compounds; Hormones; Hormones, Hormone Substitutes, and Hormone Antagonists; Steroids",No,,,,0,0,Yes,experimental; withdrawn
Mesterolone,,small molecule,"5-Androstanon (3) Derivatives; Anabolic Agents; Androgens; Androstanes; Androstanols; Fused-Ring Compounds; Genito Urinary System and Sex Hormones; Hormones; Hormones, Hormone Substitutes, and Hormone Antagonists; Sex Hormones and Modulators of the Genital System; Steroids; Testosterone Congeners",No,,,,0,0,Yes,experimental
Naftidrofuryl,,small molecule,Antidepressive Agents; Cardiovascular Agents; Central Nervous System Depressants; Furans; Neurotransmitter Agents; Peripheral Vasodilators; Serotonin Agents; Serotonin Receptor Antagonists; Vasodilating Agents,No,,,,0,0,No,experimental
Calcium pangamate,,small molecule,"Acids, Acyclic; Alimentary Tract and Metabolism; Amines; Amino Acids; Amino Acids, Peptides, and Proteins; Calcium Salts; Carbohydrates; Gluconates; Hydroxy Acids; Mineral Supplements; Peptides; Peptoids; Sugar Acids",No,,,,0,0,No,experimental
Metopimazine,,small molecule,Alimentary Tract and Metabolism; Antiemetics; Antiemetics and Antinauseants; Autonomic Agents; Central Nervous System Agents; Gastrointestinal Agents; Peripheral Nervous System Agents; Piperidines,No,,,,0,0,No,experimental
Etamiphylline,,small molecule,"Alkaloids; Anti-Asthmatic Agents; Autonomic Agents; Bronchodilator Agents; Cytochrome P-450 CYP1A2 Substrates; Cytochrome P-450 Substrates; Drugs for Obstructive Airway Diseases; Heterocyclic Compounds, Fused-Ring; Peripheral Nervous System Agents; Purines; Purinones; Respiratory System Agents; Xanthine derivatives; Xanthines and Adrenergics",No,,,,0,0,No,experimental
Zolimidine,,small molecule,Alimentary Tract and Metabolism; Drugs for Acid Related Disorders; Drugs for Peptic Ulcer and Gastro-Oesophageal Reflux Disease (Gord),No,,,,0,0,No,experimental
Almasilate,,small molecule,Alimentary Tract and Metabolism; Aluminum and magnesium containing antacids; Antacids; Drugs for Acid Related Disorders; Drugs that are Mainly Renally Excreted; Gastric Acid Lowering Agents; Minerals; Pharmaceutic Aids; Silicon Compounds,No,,,,0,2,Yes,approved; experimental
Oxycinchophen,,small molecule,Antiinflammatory and Antirheumatic Products; Musculo-Skeletal System; Quinolines; Specific Antirheumatic Agents,No,,,,0,0,No,experimental
Moroxydine,,small molecule,Amidines; Anti-Infective Agents; Antiinfectives for Systemic Use; Antiviral Agents; Antivirals for Systemic Use; Direct Acting Antivirals; Guanidines; Oxazines,No,,,,0,0,No,experimental
Diethyl ether,,small molecule,"Agents that produce hypertension; Anesthetics; Anesthetics, General; Anesthetics, Inhalation; Central Nervous System Agents; Central Nervous System Depressants; Compounds used in a research, industrial, or household setting; Ethers; Ethyl Ethers; Nervous System; Neurotoxic agents; Solvents",No,,,,0,0,No,experimental
Difetarsone,,small molecule,"Antiparasitic Products, Insecticides and Repellents; Antiprotozoals; Arsenicals",No,,,,0,0,No,experimental
Deltamethrin,,small molecule,"Agrochemicals; Antiparasitic Products, Insecticides and Repellents; Compounds used in a research, industrial, or household setting; Cyclopentane Monoterpenes; Ectoparasiticides, Incl. Scabicides, Insecticides and Repellents; Insecticides; Insecticides and Repellents; Monoterpenes; Pesticides; Pyrethrines; Terpenes; Toxic Actions",No,,,,0,0,No,experimental
Oxiracetam,,small molecule,"Central Nervous System Agents; Central Nervous System Depressants; Nervous System; Nootropic Agents; Psychoanaleptics; Psychostimulants, Agents Used for ADHD and Nootropics; Psychotropic Drugs",No,,,,0,0,No,experimental
Promegestone,,small molecule,Adrenal Cortex Hormones; Cytochrome P-450 CYP3A Substrates; Cytochrome P-450 CYP3A4 Substrates; Cytochrome P-450 Substrates; Fused-Ring Compounds; Genito Urinary System and Sex Hormones; Norpregnadienes; Norpregnanes; Norsteroids; Pregnadien Derivatives; Progestins; Sex Hormones and Modulators of the Genital System; Steroids,No,,,,0,0,No,experimental
Pyrrolnitrin,,small molecule,Anti-Infective Agents; Antifungal Agents; Antifungals for Dermatological Use; Antifungals for Topical Use; Dermatologicals,No,,,,0,0,No,experimental
Guanazodine,,small molecule,"Amidines; Antiadrenergic Agents, Peripherally Acting; Antihypertensive Agents; Guanidine Derivatives; Guanidines",No,,,,0,0,No,experimental
Phenoperidine,,small molecule,"Analgesics; Anesthetics; Anesthetics, General; Central Nervous System Agents; Central Nervous System Depressants; Isonipecotic Acids; Narcotics; Nervous System; Opioid Anesthetics; Opioids; Peripheral Nervous System Agents; Piperidines; Sensory System Agents; Serotonergic Drugs Shown to Increase Risk of Serotonin Syndrome",No,,,,0,0,No,experimental
Phenazocine,,small molecule,Alkaloids; Analgesics; Benzomorphan Derivatives; Benzomorphans; Central Nervous System Agents; Central Nervous System Depressants; Morphinans; Narcotics; Nervous System; Opiate Alkaloids; Opioids; Peripheral Nervous System Agents; Phenanthrenes; Sensory System Agents; Serotonergic Drugs Shown to Increase Risk of Serotonin Syndrome,No,,,,0,0,No,experimental
Picloxydine,,small molecule,Anti-Infective Agents; Ophthalmologicals; Sensory Organs,No,,,,0,0,No,experimental
Tiocarlide,,small molecule,Antiinfectives for Systemic Use; Antimycobacterials; Drugs for Treatment of Tuberculosis; Thiocarbamide Derivatives,No,,,,0,0,No,experimental
Umifenovir,,small molecule,"Anions; Antiinfectives for Systemic Use; Antiviral Agents; Antivirals for Systemic Use; Cytochrome P-450 CYP1A2 Substrates; Cytochrome P-450 CYP2C9 Substrates; Cytochrome P-450 CYP2D6 Substrates; Cytochrome P-450 CYP2E1 Substrates; Cytochrome P-450 CYP3A Substrates; Cytochrome P-450 CYP3A4 Substrates; Cytochrome P-450 CYP3A5 Substrates; Cytochrome P-450 Substrates; Direct Acting Antivirals; Electrolytes; Experimental Unapproved Treatments for COVID-19; Heterocyclic Compounds, Fused-Ring; Hydrogen Sulfide; Ions; Sulfur Compounds; UGT1A9 Inhibitors; UGT1A9 Substrates; UGT2B7 Inhibitors",No,,,,0,0,Yes,investigational
Flumedroxone,,small molecule,"Analgesics; Antimigraine Preparations; Corticosteroid Derivatives; Fused-Ring Compounds; Gonadal Hormones; Gonadal Steroid Hormones; Hormones; Hormones, Hormone Substitutes, and Hormone Antagonists; Migraine Disorders, drug therapy; Nervous System; Pregnanes; Pregnenediones; Pregnenes; Progesterone and Derivatives; Progesterone Congeners; Steroids",No,,,,0,0,No,experimental
Chlormidazole,,small molecule,"Antifungals for Dermatological Use; Antifungals for Topical Use; Dermatologicals; Heterocyclic Compounds, Fused-Ring; Imidazole and Triazole Derivatives",No,,,,0,0,No,experimental
Carbaspirin calcium,,small molecule,"Agents causing hyperkalemia; Agents that produce hypertension; Amides; Analgesics; Analgesics, Non-Narcotic; Anti-Inflammatory Agents; Anti-Inflammatory Agents, Non-Steroidal; Antirheumatic Agents; Benzene Derivatives; Blood and Blood Forming Organs; Hydroxybenzoates; Nephrotoxic agents; Nervous System; Non COX-2 selective NSAIDS; Peripheral Nervous System Agents; Phenols; Platelet Aggregation Inhibitors Excl. Heparin; Salicylates; Salicylic Acid and Derivatives; Sensory System Agents",No,,,,0,0,No,experimental; investigational
Ticlatone,,small molecule,Antifungals for Dermatological Use; Antifungals for Topical Use; Dermatologicals; Sulfur Compounds,No,,,,0,0,No,experimental
Metizoline,,small molecule,"Nasal Preparations; Sympathomimetics, Plain",No,,,,0,0,No,experimental
Mifamurtide,,small molecule,"Adjuvants, Immunologic; Amino Acids, Peptides, and Proteins; Amino Sugars; Antineoplastic and Immunomodulating Agents; Cancer immunotherapy; Carbohydrates; Glycerophosphates; Glycerophospholipids; Glycopeptides; Immunologic Factors; Immunotherapy; Lipids; Membrane Lipids; Muramic Acids; Peptides; Phosphatidic Acids; Phospholipids; Sugar Acids",No,,,,0,0,Yes,approved; experimental
Melagatran,,small molecule,Amines; Anticoagulants; Antithrombins; Azetines; Benzene Derivatives; Benzyl Compounds; Blood and Blood Forming Organs; Enzyme Inhibitors; Hematologic Agents; Protease Inhibitors; Serine Protease Inhibitors,No,,,,0,1,No,experimental
Clorexolone,,small molecule,"Amides; Diuretics; Heterocyclic Compounds, Fused-Ring; Low-Ceiling Diuretics, Excl. Thiazides; Sulfonamides; Sulfones; Sulfur Compounds",No,,,,0,0,No,experimental
Ipriflavone,,small molecule,"Benzopyrans; Bone Remodeling; Chromones; Drugs Affecting Bone Structure and Mineralization; Drugs for Treatment of Bone Diseases; Flavonoids; Heterocyclic Compounds, Fused-Ring; Musculo-Skeletal System; Pyrans",No,,,,0,0,No,experimental
Bornaprine,,small molecule,Agents producing tachycardia; Anti-Parkinson Drugs; Anticholinergic Agents; Cholinergic Agents; Muscarinic Antagonists; Nervous System; Neurotransmitter Agents; Tertiary Amines,No,,,,0,0,No,experimental
Potassium gluconate,,small molecule,Alimentary Tract and Metabolism; Mineral Supplements; Potassium Salt,No,,,,0,0,Yes,approved
Tetragalacturonic acid hydroxymethylester,,small molecule,Blood and Blood Forming Organs; Hemostatics; Local Hemostatics,No,,,,0,0,No,experimental
Selenium (75Se) norcholesterol,,small molecule,Diagnostic Radiopharmaceuticals; Selenium Compounds; Various Diagnostic Radiopharmaceuticals,No,,,,0,0,No,experimental
Fabomotizole,,small molecule,Anti-Anxiety Agents; Central Nervous System Depressants; Nervous System; Psycholeptics,No,,,,0,0,No,experimental
Methoxyphenamine,,small molecule,Adrenergic Agents; Adrenergic Agonists; Adrenergic beta-Agonists; Adrenergics for Systemic Use; Agents producing tachycardia; Agents that produce hypertension; Amines; Amphetamines; Drugs for Obstructive Airway Diseases; Ethylamines; Neurotransmitter Agents; Non-selective Beta-adrenergic Agonists; Phenethylamines; Serotonergic Drugs Shown to Increase Risk of Serotonin Syndrome; Sympathomimetics,No,,,,0,0,No,approved
Carbuterol,,small molecule,"Adrenergics for Systemic Use; Adrenergics, Inhalants; Alcohols; Amines; Amino Alcohols; Drugs for Obstructive Airway Diseases; Selective Beta 2-adrenergic Agonists",No,,,,0,0,No,experimental
Aluminium glycinate,,small molecule,"Alimentary Tract and Metabolism; Alkalies; Aluminium Compounds; Aluminum and magnesium containing antacids; Amino Acids; Amino Acids, Peptides, and Proteins; Anions; Antacids; Drugs for Acid Related Disorders; Electrolytes; Gastric Acid Lowering Agents; Hydroxides; Ions; Metal cations; Metal divalent cations",No,,,,0,0,No,experimental
Oxolinic acid,,small molecule,"4-Quinolones; Anti-Bacterial Agents; Anti-Infective Agents; Anti-Infective Agents, Urinary; Antibacterials for Systemic Use; Antiinfectives for Systemic Use; Antineoplastic Agents; Enzyme Inhibitors; Fluoroquinolones; Heterocyclic Compounds, Fused-Ring; Potential QTc-Prolonging Agents; QTc Prolonging Agents; Quinolines; Quinolones; Topoisomerase II Inhibitors; Topoisomerase Inhibitors",No,,,,0,0,No,experimental
Ethyl hydroxybenzoate,,small molecule,"Acids, Carbocyclic; Antifungals for Dermatological Use; Antifungals for Topical Use; Benzene Derivatives; Benzoates; Cell-mediated Immunity; Dermatologicals; Hydroxy Acids; Hydroxybenzoates; Increased Histamine Release; Phenols; Standardized Chemical Allergen",No,,,,0,0,No,approved; experimental
Mofebutazone,,small molecule,"Agents causing hyperkalemia; Agents that produce hypertension; Analgesics; Analgesics, Non-Narcotic; Anti-Inflammatory Agents; Anti-Inflammatory Agents, Non-Steroidal; Antiinflammatory and Antirheumatic Products; Antiinflammatory and Antirheumatic Products, Non-Steroids; Antiinflammatory Preparations, Non-Steroids for Topical Use; Antirheumatic Agents; Butylpyrazolidines; Musculo-Skeletal System; Nephrotoxic agents; Peripheral Nervous System Agents; Pyrazoles; Pyrazolones; Sensory System Agents; Topical Products for Joint and Muscular Pain",No,,,,0,0,No,experimental
Bibenzonium,,small molecule,Cough and Cold Preparations,No,,,,0,0,No,experimental
Methoserpidine,,small molecule,"Antiadrenergic Agents, Centrally Acting; Antihypertensive Agents; Secologanin Tryptamine Alkaloids",No,,,,0,0,No,experimental
Protiofate,,small molecule,Genito Urinary System and Sex Hormones; Gynecological Antiinfectives and Antiseptics,No,,,,0,0,No,experimental
Mepartricin,,small molecule,"Alimentary Tract and Metabolism; Alkenes; Anti-Bacterial Agents; Anti-Infective Agents; Antifungal Agents; Antifungals for Dermatological Use; Antifungals for Topical Use; Antiinfectives and Antiseptics for Local Oral Treatment; Antiparasitic Agents; Antiprotozoals; Dermatologicals; Drugs Used in Benign Prostatic Hypertrophy; Genito Urinary System and Sex Hormones; Genitourinary Agents; Gynecological Antiinfectives and Antiseptics; Hydrocarbons, Acyclic; Lactones; Macrolides; Polyenes; Stomatological Preparations; Urological Agents; Urologicals",No,,,,0,0,No,experimental
Pentifylline,,small molecule,"Alkaloids; Cytochrome P-450 CYP1A2 Substrates; Cytochrome P-450 Substrates; Heterocyclic Compounds, Fused-Ring; Peripheral Vasodilators; Purine Derivatives; Purines; Purinones; Xanthine derivatives",No,,,,0,0,No,experimental
Tiracizine,,small molecule,"Antiarrhythmic agents; Cardiac Therapy; Cardiovascular Agents; Central Nervous System Agents; Heterocyclic Compounds, Fused-Ring",No,,,,0,0,No,experimental
Etanautine,,small molecule,"Agents producing tachycardia; Anti-Parkinson Drugs; Anticholinergic Agents; Ethers, Chemically Close to Antihistamines; Muscarinic Antagonists; Nervous System",No,,,,0,0,No,experimental
Tenitramine,,small molecule,Amines; Antianginal Agents; Cardiac Therapy; Diamines; Organic Nitrates; Polyamines; Vasodilating Agents; Vasodilators Used in Cardiac Diseases,No,,,,0,0,No,experimental
Cefbuperazone,,small molecule,"Amides; Anti-Bacterial Agents; Antibacterials for Systemic Use; Antiinfectives for Systemic Use; beta-Lactams; Cephalosporins; Heterocyclic Compounds, Fused-Ring; Lactams; Nephrotoxic agents; Second-Generation Cephalosporins; Sulfur Compounds; Thiazines",No,,,,0,0,No,experimental
Ferrous tartrate,,small molecule,"Antianemic Preparations; Blood and Blood Forming Organs; Iron Bivalent, Oral Preparations; Iron Preparations",No,,,,0,0,No,experimental
Acetoxolone,,small molecule,Alimentary Tract and Metabolism; Drugs for Acid Related Disorders; Drugs for Peptic Ulcer and Gastro-Oesophageal Reflux Disease (Gord); Pentacyclic Triterpenes; Terpenes; Triterpenes,No,,,,0,0,No,experimental
Metisazone,,small molecule,"Anti-Infective Agents; Antiinfectives for Systemic Use; Antiviral Agents; Antivirals for Systemic Use; Direct Acting Antivirals; Heterocyclic Compounds, Fused-Ring; Indoles; Semicarbazides; Semicarbazones; Sulfur Compounds; Thiosemicarbazones",No,,,,0,0,No,experimental
Pridinol,,small molecule,"Central Nervous System Depressants; Muscle Relaxants; Muscle Relaxants, Centrally Acting Agents; Musculo-Skeletal System",No,,,,0,0,No,experimental
Loprazolam,,small molecule,"Anti-Anxiety Agents; Benzazepines; Benzodiazepine hypnotics and sedatives; Benzodiazepines and benzodiazepine derivatives; Central Nervous System Agents; Central Nervous System Depressants; Heterocyclic Compounds, Fused-Ring; Hypnotics and Sedatives; Nervous System; Psycholeptics; Psychotropic Drugs; Tranquilizing Agents",No,,,,0,0,Yes,experimental
Methylthiouracil,,small molecule,"Antithyroid agents; Hormone Antagonists; Hormones, Hormone Substitutes, and Hormone Antagonists; Pyrimidines; Pyrimidinones; Systemic Hormonal Preparations, Excl. Sex Hormones and Insulins; Thiouracil; Thiouracils; Thyroid Products",No,,,,0,0,No,experimental
Ethacizine,,small molecule,"Antiarrhythmic agents; Antiarrhythmics, Class I; Antiarrhythmics, Class Ic; Cardiac Therapy; Cardiovascular Agents; Central Nervous System Agents; Heterocyclic Compounds, Fused-Ring; Sulfur Compounds",No,,,,0,0,No,experimental
Saruplase,,biotech,"Agents causing angioedema; Amino Acids, Peptides, and Proteins; Anticoagulants; Blood and Blood Forming Organs; Blood Proteins; Cardiovascular Agents; Endopeptidases; Enzyme Precursors; Enzymes; Enzymes and Coenzymes; Fibrin Modulating Agents; Fibrinolytic Agents; Hematologic Agents; Hydrolases; Peptide Hydrolases; Plasminogen Activators; Proteins; Serine Endopeptidases; Serine Proteases",No,,,,0,1,No,experimental
Semustine,,small molecule,"Alkylating Drugs; Amides; Antineoplastic Agents; Antineoplastic Agents, Alkylating; Antineoplastic and Immunomodulating Agents; Nitroso Compounds; Nitrosourea Compounds; Nitrosoureas; Noxae; Toxic Actions",No,,,,0,0,No,experimental; investigational
Alcuronium,,small molecule,"Adjuvants, Anesthesia; Alkaloids; Amines; Anticholinergic Agents; Benzylisoquinolines; Central Nervous System Agents; Central Nervous System Depressants; Cholinergic Agents; Curare Alkaloids; Heterocyclic Compounds, Fused-Ring; Isoquinolines; Muscle Relaxants; Muscle Relaxants, Peripherally Acting Agents; Musculo-Skeletal System; Neuromuscular Agents; Neuromuscular Blocking Agents; Neuromuscular-Blocking Agents (Nondepolarizing); Neurotransmitter Agents; Nicotinic Antagonists; Onium Compounds; Peripheral Nervous System Agents; Quaternary Ammonium Compounds; Tetrahydroisoquinolines; Toxiferine",No,,,,0,0,Yes,experimental
Proquazone,,small molecule,"Agents causing hyperkalemia; Agents that produce hypertension; Analgesics; Analgesics, Non-Narcotic; Anti-Inflammatory Agents; Anti-Inflammatory Agents, Non-Steroidal; Antiinflammatory and Antirheumatic Products; Antiinflammatory and Antirheumatic Products, Non-Steroids; Antirheumatic Agents; Central Nervous System Agents; Cyclooxygenase Inhibitors; Enzyme Inhibitors; Heterocyclic Compounds, Fused-Ring; Musculo-Skeletal System; Nephrotoxic agents; Peripheral Nervous System Agents; Sensory System Agents",No,,,,0,0,No,experimental
Aloglutamol,,small molecule,Alcohols; Alimentary Tract and Metabolism; Alkalies; Aluminium Compounds; Aluminum and magnesium containing antacids; Anions; Antacids; Drugs for Acid Related Disorders; Electrolytes; Gastric Acid Lowering Agents; Glycols; Hydroxides; Ions; Metal cations; Metal divalent cations; Propylene Glycols,No,,,,0,0,Yes,experimental
Lorajmine,,small molecule,"Alkaloids; Antiarrhythmic agents; Antiarrhythmics, Class I; Antiarrhythmics, Class Ia; Cardiac Therapy; Cardiovascular Agents; Heterocyclic Compounds, Fused-Ring; Indole Alkaloids; Indoles; Indolizidines; Indolizines; Potential QTc-Prolonging Agents; QTc Prolonging Agents; Secologanin Tryptamine Alkaloids",No,,,,0,0,No,experimental
Bunaftine,,small molecule,"Antiarrhythmic agents; Antiarrhythmics, Class III; Cardiac Therapy; Cardiovascular Agents; Moderate Risk QTc-Prolonging Agents; Naphthalenes; QTc Prolonging Agents",No,,,,0,0,No,experimental
Lorcainide,,small molecule,"Acetamides; Amides; Antiarrhythmic agents; Antiarrhythmics, Class I; Antiarrhythmics, Class Ic; Benzene Derivatives; Cardiac Therapy; Cardiovascular Agents; Moderate Risk QTc-Prolonging Agents; QTc Prolonging Agents",No,,,,0,0,No,experimental
Montmorillonite,,small molecule,"Alimentary Tract and Metabolism; Aluminium Compounds; Aluminum Silicates; Antidiarrheals, Intestinal Antiinflammatory/antiinfective Agents; Antidotes; Compounds used in a research, industrial, or household setting; Intestinal Adsorbents; Metal cations; Metal divalent cations; Minerals; Oxides; Oxygen Compounds; Protective Agents; Silicates; Silicon Compounds",No,,,,0,0,No,experimental; investigational
Nikethamide,,small molecule,Central Nervous System Agents; Central Nervous System Stimulants; Convulsants; Nicotinic Acids; Pyridines; Respiratory System Agents; Vitamin B Complex; Vitamins,No,,,,0,0,No,experimental
Eberconazole,,small molecule,Antifungals for Dermatological Use; Antifungals for Topical Use; Cycloparaffins; Dermatologicals; Imidazole and Triazole Derivatives,No,,,,0,0,No,experimental
Benorilate,,small molecule,"Acids, Carbocyclic; Agents causing hyperkalemia; Agents that produce hypertension; Amides; Amines; Analgesics; Analgesics, Non-Narcotic; Anilides; Aniline Compounds; Anti-Inflammatory Agents; Anti-Inflammatory Agents, Non-Steroidal; Antirheumatic Agents; Benzene Derivatives; Benzoates; Hydroxy Acids; Hydroxybenzoates; Nephrotoxic agents; Nervous System; Non COX-2 selective NSAIDS; Peripheral Nervous System Agents; Phenols; Salicylic Acid and Derivatives; Sensory System Agents",No,,,,0,0,No,approved
Hemoglobin raffimer,,small molecule,Blood and Blood Forming Organs; Blood and Related Products; Blood Substitutes and Perfusion Solutions; Blood Substitutes and Plasma Protein Fractions,No,,,,0,0,No,experimental; investigational
Tenonitrozole,,small molecule,"Antiparasitic Products, Insecticides and Repellents; Antiprotozoals",No,,,,0,0,No,experimental
Propicillin,,small molecule,"Amides; Anti-Bacterial Agents; Anti-Infective Agents; Antibacterials for Systemic Use; Antiinfectives for Systemic Use; Beta-Lactam Antibacterials; Beta-Lactamase Sensitive Penicillins; beta-Lactams; Heterocyclic Compounds, Fused-Ring; Lactams; Penicillins; Sulfur Compounds",No,,,,0,0,No,experimental
Niridazole,,small molecule,"Amebicides; Anthelmintics; Anti-Infective Agents; Antiparasitic Agents; Antiparasitic Products, Insecticides and Repellents; Antiplatyhelmintic Agents; Antiprotozoals; Antitrematodals; Imidazoles; Schistosomicides; Sulfur Compounds; Thiazoles",No,,,,0,0,No,experimental
